,Unnamed: 0.1,Unnamed: 0,Name,Bbox,Class,fname,split,x1,x2,y1,y2,cluster_dbscan,cluster_threshold,split_dbscan,split_threshold,cross_val
524,524,524,1267043.jpg,"0.34427083333333336,0.7138888888888889,0.16145833333333334,0.38333333333333336",1,train_data_minprirodi/images/1267043.jpg,train,506,816,752,1304,-1,98,train,val,4
525,525,525,1267043.jpg,"0.7046875,0.7309027777777778,0.18645833333333334,0.22152777777777777",1,train_data_minprirodi/images/1267043.jpg,train,1174,1532,893,1212,-1,98,train,val,4
526,526,526,1267043.jpg,"0.9328125,0.6847222222222222,0.134375,0.4222222222222222",0,train_data_minprirodi/images/1267043.jpg,train,1662,1920,682,1290,-1,98,train,val,4
527,527,527,1267234.jpg,"0.8221354166666667,0.37962962962962965,0.3546875,0.7018518518518518",0,train_data_minprirodi/images/1267234.jpg,train,1238,1919,31,789,3,3,val,val,3
528,528,528,1267646.jpg,"0.5953125,0.6534722222222222,0.36666666666666664,0.5305555555555556",1,train_data_minprirodi/images/1267646.jpg,train,791,1495,559,1323,0,0,train,train,0
529,529,529,1268058.jpg,"0.03854166666666667,0.49722222222222223,0.07708333333333334,0.23333333333333334",0,train_data_minprirodi/images/1268058.jpg,val,0,148,411,663,17,16,train,train,0
530,530,530,1268144.jpg,"0.8244791666666667,0.33819444444444446,0.3458333333333333,0.625",0,train_data_minprirodi/images/1268144.jpg,train,1251,1914,37,937,44,58,val,val,4
531,531,531,1269309.jpg,"0.6276041666666666,0.665625,0.3770833333333333,0.3548611111111111",1,train_data_minprirodi/images/1269309.jpg,train,842,1567,703,1214,21,22,train,train,2
532,532,532,1270029.jpg,"0.09010416666666667,0.603125,0.18020833333333333,0.3090277777777778",0,train_data_minprirodi/images/1270029.jpg,train,0,346,646,1091,0,0,train,train,0
533,533,533,1270072.jpg,"0.7325520833333333,0.65,0.15677083333333333,0.23703703703703705",1,train_data_minprirodi/images/1270072.jpg,train,1256,1557,574,830,33,42,train,train,0
534,534,534,1270072.jpg,"0.16041666666666668,0.5773148148148148,0.18333333333333332,0.18611111111111112",1,train_data_minprirodi/images/1270072.jpg,train,132,484,523,724,33,42,train,train,0
535,535,535,1270243.jpg,"0.1,0.6086805555555556,0.2,0.2881944444444444",0,train_data_minprirodi/images/1270243.jpg,val,0,384,669,1084,7,0,train,train,0
536,536,536,1270293.jpg,"0.7971354166666667,0.5564814814814815,0.37864583333333335,0.8296296296296296",1,train_data_minprirodi/images/1270293.jpg,val,1167,1894,153,1049,6,6,train,train,2
537,537,537,1271594.jpg,"0.51171875,0.5395833333333333,0.39427083333333335,0.4305555555555556",1,train_data_minprirodi/images/1271594.jpg,train,604,1361,466,1087,1,1,train,train,2
538,538,538,1271594.jpg,"0.8703125,0.5263888888888889,0.259375,0.5916666666666667",0,train_data_minprirodi/images/1271594.jpg,train,1422,1920,332,1184,1,1,train,train,2
539,539,539,1271858.jpg,"0.81328125,0.5861111111111111,0.37135416666666665,0.3638888888888889",0,train_data_minprirodi/images/1271858.jpg,train,1205,1918,582,1106,7,0,train,train,0
540,540,540,1275310.jpg,"0.03307291666666667,0.4976851851851852,0.06614583333333333,0.19537037037037036",0,train_data_minprirodi/images/1275310.jpg,train,0,127,432,643,17,16,train,train,0
541,541,541,1275352.jpg,"0.88203125,0.4739583333333333,0.13177083333333334,0.1451388888888889",1,train_data_minprirodi/images/1275352.jpg,train,1567,1820,578,786,23,26,train,train,3
542,542,542,1275352.jpg,"0.5651041666666666,0.4309027777777778,0.13333333333333333,0.13125",1,train_data_minprirodi/images/1275352.jpg,train,957,1213,526,715,23,26,train,train,3
543,543,543,1276110.jpg,"0.7817708333333333,0.37569444444444444,0.43125,0.5791666666666667",0,train_data_minprirodi/images/1276110.jpg,train,1087,1914,123,958,44,58,val,val,4
544,544,544,1276148.jpg,"0.9479166666666666,0.5392361111111111,0.10416666666666667,0.22152777777777777",0,train_data_minprirodi/images/1276148.jpg,val,1719,1920,617,936,-1,135,train,val,4
545,545,545,1277816.jpg,"0.38723958333333336,0.6215277777777778,0.47760416666666666,0.2847222222222222",1,train_data_minprirodi/images/1277816.jpg,train,285,1202,690,1100,7,0,train,train,0
546,546,546,1277836.jpg,"0.36015625,0.4527777777777778,0.1484375,0.5152777777777777",1,train_data_minprirodi/images/1277836.jpg,train,549,834,281,1023,7,0,train,train,0
547,547,547,1277863.jpg,"0.2703125,0.43506944444444445,0.4395833333333333,0.6006944444444444",1,train_data_minprirodi/images/1277863.jpg,val,97,941,194,1059,1,1,train,train,2
548,548,548,1278521.jpg,"0.5106770833333333,0.4615740740740741,0.1921875,0.2712962962962963",1,train_data_minprirodi/images/1278521.jpg,train,796,1164,352,645,8,7,train,train,3
549,549,549,1278641.jpg,"0.25859375,0.6072916666666667,0.1890625,0.20625",1,train_data_minprirodi/images/1278641.jpg,train,315,678,726,1023,26,30,val,train,4
550,550,550,1278876.jpg,"0.6013020833333333,0.799074074074074,0.1015625,0.26481481481481484",1,train_data_minprirodi/images/1278876.jpg,train,1057,1252,720,1006,33,42,train,train,0
551,551,551,1278876.jpg,"0.6111979166666667,0.6615740740740741,0.18802083333333333,0.19907407407407407",1,train_data_minprirodi/images/1278876.jpg,train,993,1354,607,822,33,42,train,train,0
552,552,552,1279327.jpg,"0.3807291666666667,0.6875,0.2635416666666667,0.3398148148148148",1,train_data_minprirodi/images/1279327.jpg,train,478,983,559,926,4,4,train,train,3
553,553,553,1279512.jpg,"0.9364583333333333,0.6482638888888889,0.12708333333333333,0.22013888888888888",0,train_data_minprirodi/images/1279512.jpg,train,1675,1920,775,1092,7,0,train,train,0
554,554,554,1280217.jpg,"0.31796875,0.7023148148148148,0.31197916666666664,0.33240740740740743",1,train_data_minprirodi/images/1280217.jpg,train,311,910,579,938,4,4,train,train,3
555,555,555,1280412.jpg,"0.95234375,0.5475694444444444,0.09427083333333333,0.5159722222222223",0,train_data_minprirodi/images/1280412.jpg,train,1738,1919,416,1160,70,91,val,val,2
556,556,556,1280960.jpg,"0.9296875,0.6201388888888889,0.13958333333333334,0.2375",0,train_data_minprirodi/images/1280960.jpg,train,1651,1919,722,1064,7,0,train,train,0
557,557,557,1281676.jpg,"0.39895833333333336,0.7384259259259259,0.3875,0.425",1,train_data_minprirodi/images/1281676.jpg,train,394,1138,568,1027,17,16,train,train,0
558,558,558,1281777.jpg,"0.6932291666666667,0.5354166666666667,0.30104166666666665,0.32222222222222224",1,train_data_minprirodi/images/1281777.jpg,train,1042,1620,539,1003,16,15,train,train,1
559,559,559,1281777.jpg,"0.10260416666666666,0.6232638888888888,0.20520833333333333,0.2965277777777778",0,train_data_minprirodi/images/1281777.jpg,train,0,394,684,1111,16,15,train,train,1
560,560,560,1281777.jpg,"0.01953125,0.7538194444444445,0.0390625,0.11875",0,train_data_minprirodi/images/1281777.jpg,train,0,75,1000,1171,16,15,train,train,1
561,561,561,1283600.jpg,"0.54375,0.5965277777777778,0.29375,0.3194444444444444",1,train_data_minprirodi/images/1283600.jpg,train,762,1325,629,1089,0,0,train,train,0
562,562,562,1284058.jpg,"0.5020833333333333,0.6157407407407407,0.396875,0.4148148148148148",1,train_data_minprirodi/images/1284058.jpg,train,583,1344,441,888,28,34,val,val,1
563,563,563,1284352.jpg,"0.7877604166666666,0.6555555555555556,0.4234375,0.3013888888888889",0,train_data_minprirodi/images/1284352.jpg,train,1105,1919,727,1161,-1,11,train,train,4
564,564,564,1284614.jpg,"0.6260416666666667,0.43041438623924944,0.3802083333333333,0.25879593432369036",1,train_data_minprirodi/images/1284614.jpg,train,837,1567,385,716,-1,16,train,train,4
565,565,565,1284909.jpg,"0.7322916666666667,0.6170138888888889,0.12291666666666666,0.2076388888888889",0,train_data_minprirodi/images/1284909.jpg,train,1288,1524,738,1038,38,46,train,train,2
566,566,566,1285733.jpg,"0.65,0.5114583333333333,0.5979166666666667,0.64375",1,train_data_minprirodi/images/1285733.jpg,train,674,1822,273,1200,45,59,train,train,1
567,567,567,1286311.jpg,"0.5302083333333333,0.5059027777777778,0.759375,0.8756944444444444",1,train_data_minprirodi/images/1286311.jpg,train,288,1747,98,1359,48,63,val,val,4
568,568,568,1286552.jpg,"0.24401041666666667,0.43125,0.4869791666666667,0.6236111111111111",1,train_data_minprirodi/images/1286552.jpg,train,0,936,172,1070,5,5,train,train,2
569,569,569,1288111.jpg,"0.35520833333333335,0.5731481481481482,0.23854166666666668,0.29814814814814816",1,train_data_minprirodi/images/1288111.jpg,train,453,911,458,780,24,27,train,train,1
570,570,570,1288138.jpg,"0.37109375,0.6787037037037037,0.48489583333333336,0.5018518518518519",0,train_data_minprirodi/images/1288138.jpg,train,246,1178,462,1004,-1,105,train,val,4
571,571,571,1288546.jpg,"0.93671875,0.538425925925926,0.12447916666666667,0.16574074074074074",0,train_data_minprirodi/images/1288546.jpg,train,1679,1918,492,671,11,10,train,train,2
572,572,572,1290710.jpg,"0.5786458333333333,0.653125,0.35104166666666664,0.24930555555555556",1,train_data_minprirodi/images/1290710.jpg,train,773,1448,761,1119,7,0,train,train,0
573,573,573,1291280.jpg,"0.7799479166666666,0.4809027777777778,0.43802083333333336,0.8215277777777777",0,train_data_minprirodi/images/1291280.jpg,train,1077,1918,101,1284,5,5,train,train,2
574,574,574,1293209.jpg,"0.38177083333333334,0.6699074074074074,0.375,0.5712962962962963",1,train_data_minprirodi/images/1293209.jpg,train,373,1093,415,1032,17,16,train,train,0
575,575,575,1293665.jpg,"0.22838541666666667,0.6148148148148148,0.45677083333333335,0.7",0,train_data_minprirodi/images/1293665.jpg,train,0,877,286,1042,6,6,train,train,2
576,576,576,1294770.jpg,"0.3203125,0.5013888888888889,0.109375,0.09722222222222222",1,train_data_minprirodi/images/1294770.jpg,train,510,720,489,594,35,44,val,train,0
577,577,577,1294828.jpg,"0.3875,0.6413194444444444,0.6854166666666667,0.6548611111111111",1,train_data_minprirodi/images/1294828.jpg,train,86,1402,452,1395,45,59,train,train,1
578,578,578,1294957.jpg,"0.8166666666666667,0.5961805555555556,0.35104166666666664,0.3701388888888889",1,train_data_minprirodi/images/1294957.jpg,train,1231,1905,592,1125,22,24,train,train,1
579,579,579,1296396.jpg,"0.5723958333333333,0.6614583333333334,0.853125,0.5909722222222222",0,train_data_minprirodi/images/1296396.jpg,val,279,1918,527,1378,42,0,val,train,0
580,580,580,1297154.jpg,"0.4080729166666667,0.4288194444444444,0.3026041666666667,0.8229166666666666",1,train_data_minprirodi/images/1297154.jpg,train,493,1074,24,1209,-1,25,train,val,4
581,581,581,1298116.jpg,"0.25078125,0.43333333333333335,0.5005208333333333,0.6111111111111112",1,train_data_minprirodi/images/1298116.jpg,train,1,961,184,1064,5,5,train,train,2
582,582,582,1298423.jpg,"0.8088541666666667,0.6277777777777778,0.38125,0.687037037037037",0,train_data_minprirodi/images/1298423.jpg,train,1187,1919,307,1049,6,6,train,train,2
583,583,583,1298634.jpg,"0.94296875,0.5365740740740741,0.11197916666666667,0.15462962962962962",0,train_data_minprirodi/images/1298634.jpg,val,1703,1918,496,663,11,10,train,train,2
584,584,584,1298641.jpg,"0.5580729166666667,0.4409722222222222,0.1765625,0.2",1,train_data_minprirodi/images/1298641.jpg,train,902,1241,491,779,23,26,train,train,3
585,585,585,1301794.jpg,"0.43645833333333334,0.4690972222222222,0.134375,0.12013888888888889",1,train_data_minprirodi/images/1301794.jpg,train,709,967,589,762,22,24,train,train,1
586,586,586,1302250.jpg,"0.5713541666666667,0.48159722222222223,0.18229166666666666,0.5590277777777778",1,train_data_minprirodi/images/1302250.jpg,train,922,1272,291,1096,0,0,train,train,0
587,587,587,1303030.jpg,"0.3302083333333333,0.6083333333333333,0.415625,0.7203703703703703",1,train_data_minprirodi/images/1303030.jpg,val,234,1033,267,1046,46,60,train,train,2
588,588,588,1303712.jpg,"0.9575520833333333,0.6267361111111112,0.08385416666666666,0.22847222222222222",0,train_data_minprirodi/images/1303712.jpg,val,1758,1918,738,1067,-1,134,train,val,4
589,589,589,1303763.jpg,"0.6515625,0.5048611111111111,0.31666666666666665,0.5541666666666667",0,train_data_minprirodi/images/1303763.jpg,train,947,1555,327,1126,-1,1,train,train,4
590,590,590,1303763.jpg,"0.8197916666666667,0.5913194444444444,0.36041666666666666,0.5548611111111111",0,train_data_minprirodi/images/1303763.jpg,train,1228,1920,451,1250,-1,1,train,train,4
591,591,591,1306013.jpg,"0.4901041666666667,0.5365740740740741,0.2677083333333333,0.3398148148148148",1,train_data_minprirodi/images/1306013.jpg,train,684,1198,396,763,-1,111,train,val,4
592,592,592,1307052.jpg,"0.9296875,0.6076388888888888,0.13854166666666667,0.2833333333333333",0,train_data_minprirodi/images/1307052.jpg,train,1652,1918,670,1078,0,0,train,train,0
593,593,593,1307703.jpg,"0.6458333333333334,0.5930555555555556,0.51875,0.4152777777777778",1,train_data_minprirodi/images/1307703.jpg,val,742,1738,555,1153,32,39,train,train,1
594,594,594,1307703.jpg,"0.8682291666666667,0.2,0.03854166666666667,0.0625",0,train_data_minprirodi/images/1307703.jpg,val,1630,1704,243,333,32,39,train,train,1
595,595,595,1307937.jpg,"0.5802083333333333,0.4239583333333333,0.1875,0.17291666666666666",1,train_data_minprirodi/images/1307937.jpg,train,934,1294,486,735,23,26,train,train,3
596,596,596,1308382.jpg,"0.23515625,0.5635416666666667,0.28802083333333334,0.34375",1,train_data_minprirodi/images/1308382.jpg,val,175,728,564,1059,22,24,train,train,1
597,597,597,1308382.jpg,"0.8190104166666666,0.5975694444444445,0.34739583333333335,0.3729166666666667",1,train_data_minprirodi/images/1308382.jpg,val,1239,1906,592,1129,22,24,train,train,1
598,598,598,1308962.jpg,"0.82578125,0.5006944444444444,0.34739583333333335,0.5236111111111111",0,train_data_minprirodi/images/1308962.jpg,train,1252,1919,344,1098,45,59,train,train,1
599,599,599,1309012.jpg,"0.5528645833333333,0.5407407407407407,0.3234375,0.5685185185185185",1,train_data_minprirodi/images/1309012.jpg,train,751,1372,277,891,68,60,val,train,1
600,600,600,1309012.jpg,"0.69765625,0.2638888888888889,0.1015625,0.25555555555555554",1,train_data_minprirodi/images/1309012.jpg,train,1242,1437,147,423,68,60,val,train,1
601,601,601,1309012.jpg,"0.9171875,0.16435185185185186,0.159375,0.2601851851851852",1,train_data_minprirodi/images/1309012.jpg,train,1608,1914,37,318,68,60,val,train,1
602,602,602,1309559.jpg,"0.7716145833333333,0.4892361111111111,0.0546875,0.09791666666666667",0,train_data_minprirodi/images/1309559.jpg,val,1429,1534,634,775,22,24,train,train,1
603,603,603,1309559.jpg,"0.7260416666666667,0.49375,0.06979166666666667,0.125",0,train_data_minprirodi/images/1309559.jpg,val,1327,1461,621,801,22,24,train,train,1
604,604,604,1310350.jpg,"0.37109375,0.38784722222222223,0.22135416666666666,0.3298611111111111",1,train_data_minprirodi/images/1310350.jpg,train,500,925,321,796,-1,85,train,val,4
605,605,605,1310392.jpg,"0.7765625,0.6802083333333333,0.44479166666666664,0.4201388888888889",1,train_data_minprirodi/images/1310392.jpg,train,1064,1918,677,1282,26,30,val,train,4
606,606,606,1311166.jpg,"0.36380208333333336,0.5690972222222223,0.27447916666666666,0.5034722222222222",1,train_data_minprirodi/images/1311166.jpg,train,435,962,457,1182,20,20,val,train,0
607,607,607,1312962.jpg,"0.975,0.6142361111111111,0.05,0.2590277777777778",0,train_data_minprirodi/images/1312962.jpg,train,1824,1920,697,1071,27,0,val,train,4
608,608,608,1313355.jpg,"0.8734375,0.5907407407407408,0.253125,0.3574074074074074",0,train_data_minprirodi/images/1313355.jpg,train,1434,1920,445,831,19,19,train,train,3
609,609,609,1313492.jpg,"0.47239583333333335,0.4670138888888889,0.4979166666666667,0.6590277777777778",1,train_data_minprirodi/images/1313492.jpg,train,429,1385,198,1147,5,5,train,train,2
610,610,610,1313589.jpg,"0.34348958333333335,0.63125,0.3098958333333333,0.2763888888888889",0,train_data_minprirodi/images/1313589.jpg,train,362,957,710,1108,7,0,train,train,0
611,611,611,1313896.jpg,"0.4549479166666667,0.51328125,0.38385416666666666,0.271875",1,train_data_minprirodi/images/1313896.jpg,train,505,1242,483,831,29,16,val,train,1
612,612,612,1314644.jpg,"0.13463541666666667,0.49398148148148147,0.26927083333333335,0.5694444444444444",0,train_data_minprirodi/images/1314644.jpg,train,0,517,226,841,-1,133,train,val,4
613,613,613,1314693.jpg,"0.6440104166666667,0.275,0.3411458333333333,0.55",0,train_data_minprirodi/images/1314693.jpg,train,909,1564,0,594,2,2,val,val,3
614,614,614,1314827.jpg,"0.11822916666666666,0.5798611111111112,0.23645833333333333,0.8319444444444445",0,train_data_minprirodi/images/1314827.jpg,train,0,454,236,1434,52,67,train,train,1
615,615,615,1314881.jpg,"0.5356770833333333,0.47604166666666664,0.05260416666666667,0.09930555555555555",1,train_data_minprirodi/images/1314881.jpg,train,978,1078,614,757,22,24,train,train,1
616,616,616,1314989.jpg,"0.39036458333333335,0.5425925925925926,0.17552083333333332,0.1648148148148148",1,train_data_minprirodi/images/1314989.jpg,train,581,918,497,675,11,10,train,train,2
617,617,617,1315224.jpg,"0.17473958333333334,0.5371527777777778,0.3494791666666667,0.39791666666666664",0,train_data_minprirodi/images/1315224.jpg,train,0,671,487,1060,61,88,val,val,0
618,618,618,1315237.jpg,"0.3541666666666667,0.700925925925926,0.2520833333333333,0.2111111111111111",1,train_data_minprirodi/images/1315237.jpg,train,438,922,643,871,33,42,train,train,0
619,619,619,1315237.jpg,"0.46796875,0.9032407407407408,0.1484375,0.14166666666666666",0,train_data_minprirodi/images/1315237.jpg,train,756,1041,899,1052,33,42,train,train,0
620,620,620,1315624.jpg,"0.8440104166666667,0.5092592592592593,0.31197916666666664,0.6222222222222222",0,train_data_minprirodi/images/1315624.jpg,val,1321,1920,214,886,13,12,train,train,4
621,621,621,1316953.jpg,"0.17395833333333333,0.7142361111111111,0.17291666666666666,0.35347222222222224",0,train_data_minprirodi/images/1316953.jpg,train,168,499,774,1283,49,65,val,val,4
622,622,622,1319935.jpg,"0.8744791666666667,0.5267361111111111,0.25104166666666666,0.5923611111111111",0,train_data_minprirodi/images/1319935.jpg,train,1438,1920,331,1185,1,1,train,train,2
623,623,623,1319935.jpg,"0.709375,0.5552083333333333,0.371875,0.4465277777777778",0,train_data_minprirodi/images/1319935.jpg,train,1005,1719,477,1121,1,1,train,train,2
624,624,624,1320232.jpg,"0.38671875,0.5899305555555555,0.3151041666666667,0.46041666666666664",1,train_data_minprirodi/images/1320232.jpg,train,440,1045,517,1181,20,20,val,train,0
625,625,625,1320448.jpg,"0.48125,0.5032407407407408,0.5197916666666667,0.9342592592592592",1,train_data_minprirodi/images/1320448.jpg,val,425,1423,39,1048,6,6,train,train,2
626,626,626,1321438.jpg,"0.89609375,0.6524305555555555,0.2046875,0.23402777777777778",0,train_data_minprirodi/images/1321438.jpg,train,1524,1917,771,1108,7,0,train,train,0
627,627,627,1322373.jpg,"0.11067708333333333,0.6899305555555556,0.22135416666666666,0.2826388888888889",0,train_data_minprirodi/images/1322373.jpg,train,0,425,790,1197,27,0,val,train,4
628,628,628,1323580.jpg,"0.9072916666666667,0.6395833333333333,0.184375,0.26666666666666666",0,train_data_minprirodi/images/1323580.jpg,val,1565,1919,729,1112,7,0,train,train,0
629,629,629,1323942.jpg,"0.7484375,0.6199074074074075,0.1375,0.20092592592592592",1,train_data_minprirodi/images/1323942.jpg,train,1305,1569,561,778,33,42,train,train,0
630,630,630,1323942.jpg,"0.20651041666666667,0.5652777777777778,0.18489583333333334,0.21944444444444444",1,train_data_minprirodi/images/1323942.jpg,train,219,574,492,729,33,42,train,train,0
631,631,631,1324020.jpg,"0.5427083333333333,0.5023148148148148,0.090625,0.11944444444444445",1,train_data_minprirodi/images/1324020.jpg,train,955,1129,477,607,35,44,val,train,0
632,632,632,1324318.jpg,"0.5864583333333333,0.7212962962962963,0.31666666666666665,0.5037037037037037",1,train_data_minprirodi/images/1324318.jpg,train,822,1430,507,1051,17,16,train,train,0
633,633,633,1324433.jpg,"0.14348958333333334,0.6163194444444444,0.2869791666666667,0.2951388888888889",0,train_data_minprirodi/images/1324433.jpg,train,0,551,675,1100,7,0,train,train,0
634,634,634,1324507.jpg,"0.36432291666666666,0.5850694444444444,0.33489583333333334,0.3506944444444444",1,train_data_minprirodi/images/1324507.jpg,val,378,1021,590,1095,0,0,train,train,0
635,635,635,1324588.jpg,"0.7856770833333333,0.5606481481481481,0.4265625,0.8212962962962963",0,train_data_minprirodi/images/1324588.jpg,train,1099,1918,161,1049,6,6,train,train,2
636,636,636,1325213.jpg,"0.5817708333333333,0.640625,0.3697916666666667,0.2423611111111111",1,train_data_minprirodi/images/1325213.jpg,train,762,1472,748,1097,7,0,train,train,0
637,637,637,1327191.jpg,"0.24791666666666667,0.69375,0.17916666666666667,0.10555555555555556",1,train_data_minprirodi/images/1327191.jpg,train,304,648,922,1075,-1,125,train,val,4
638,638,638,1327803.jpg,"0.7119791666666667,0.5017361111111112,0.26666666666666666,0.5465277777777777",0,train_data_minprirodi/images/1327803.jpg,train,1111,1623,329,1116,50,1,val,train,2
639,639,639,1327803.jpg,"0.5221354166666666,0.5399305555555556,0.2828125,0.5576388888888889",1,train_data_minprirodi/images/1327803.jpg,train,730,1274,376,1179,50,1,val,train,2
640,640,640,1327843.jpg,"0.37005208333333334,0.4375,0.5953125,0.6263888888888889",1,train_data_minprirodi/images/1327843.jpg,train,139,1282,179,1081,5,5,train,train,2
641,641,641,1329007.jpg,"0.8161458333333333,0.6296296296296297,0.36666666666666664,0.6851851851851852",0,train_data_minprirodi/images/1329007.jpg,train,1215,1919,310,1050,6,6,train,train,2
642,642,642,1330233.jpg,"0.9291666666666667,0.5504629629629629,0.12291666666666666,0.1712962962962963",1,train_data_minprirodi/images/1330233.jpg,train,1666,1902,502,687,33,42,train,train,0
643,643,643,1330233.jpg,"0.7072916666666667,0.6546296296296297,0.15104166666666666,0.22592592592592592",1,train_data_minprirodi/images/1330233.jpg,train,1213,1503,585,829,33,42,train,train,0
644,644,644,1330233.jpg,"0.20546875,0.5430555555555555,0.2140625,0.25462962962962965",1,train_data_minprirodi/images/1330233.jpg,train,189,600,448,723,33,42,train,train,0
645,645,645,1330276.jpg,"0.23645833333333333,0.6909722222222222,0.47291666666666665,0.5986111111111111",0,train_data_minprirodi/images/1330276.jpg,val,0,908,564,1426,-1,127,train,val,4
646,646,646,1331337.jpg,"0.39817708333333335,0.5777777777777777,0.27447916666666666,0.3138888888888889",1,train_data_minprirodi/images/1331337.jpg,train,501,1028,605,1058,16,15,train,train,1
647,647,647,1331771.jpg,"0.58515625,0.4829861111111111,0.13072916666666667,0.11875",1,train_data_minprirodi/images/1331771.jpg,train,998,1249,610,781,22,24,train,train,1
648,648,648,1331771.jpg,"0.70546875,0.4826388888888889,0.07552083333333333,0.11388888888888889",1,train_data_minprirodi/images/1331771.jpg,train,1282,1427,613,777,22,24,train,train,1
649,649,649,1332400.jpg,"0.35130208333333335,0.6949074074074074,0.4296875,0.5157407407407407",1,train_data_minprirodi/images/1332400.jpg,train,262,1087,472,1029,17,16,train,train,0
650,650,650,1333175.jpg,"0.76171875,0.7711805555555555,0.4140625,0.34791666666666665",1,train_data_minprirodi/images/1333175.jpg,val,1065,1860,860,1361,-1,81,train,val,4
651,651,651,1333415.jpg,"0.22604166666666667,0.6722222222222223,0.21354166666666666,0.5814814814814815",1,train_data_minprirodi/images/1333415.jpg,train,229,639,412,1040,6,6,train,train,2
652,652,652,1334268.jpg,"0.24010416666666667,0.40625,0.48020833333333335,0.5763888888888888",0,train_data_minprirodi/images/1334268.jpg,train,0,922,170,1000,71,25,val,val,3
653,653,653,1335008.jpg,"0.19791666666666666,0.6170138888888889,0.37916666666666665,0.3645833333333333",1,train_data_minprirodi/images/1335008.jpg,train,15,743,626,1151,16,15,train,train,1
654,654,654,1335631.jpg,"0.5190104166666667,0.47256944444444443,0.19322916666666667,0.2923611111111111",1,train_data_minprirodi/images/1335631.jpg,train,811,1182,469,891,32,39,train,train,1
655,655,655,1335631.jpg,"0.9643229166666667,0.20416666666666666,0.06614583333333333,0.11527777777777778",0,train_data_minprirodi/images/1335631.jpg,train,1788,1915,210,377,32,39,train,train,1
656,656,656,1336099.jpg,"0.05130208333333333,0.31805555555555554,0.10260416666666666,0.4324074074074074",0,train_data_minprirodi/images/1336099.jpg,train,0,197,109,577,-1,36,train,val,4
657,657,657,1336118.jpg,"0.20442708333333334,0.6370370370370371,0.2984375,0.6537037037037037",1,train_data_minprirodi/images/1336118.jpg,train,106,679,335,1041,6,6,train,train,2
658,658,658,1336779.jpg,"0.6927083333333334,0.5597222222222222,0.6145833333333334,0.7597222222222222",1,train_data_minprirodi/images/1336779.jpg,val,740,1920,259,1353,45,59,train,train,1
659,659,659,1337046.jpg,"0.36744791666666665,0.6326388888888889,0.35260416666666666,0.28194444444444444",1,train_data_minprirodi/images/1337046.jpg,train,367,1044,708,1113,7,0,train,train,0
660,660,660,1337174.jpg,"0.5791666666666667,0.7138888888888889,0.23958333333333334,0.5166666666666667",1,train_data_minprirodi/images/1337174.jpg,train,882,1342,492,1050,6,6,train,train,2
661,661,661,1337848.jpg,"0.12447916666666667,0.396875,0.24895833333333334,0.6520833333333333",0,train_data_minprirodi/images/1337848.jpg,train,0,478,101,1041,5,5,train,train,2
662,662,662,1337848.jpg,"0.88359375,0.45868055555555554,0.2328125,0.7784722222222222",0,train_data_minprirodi/images/1337848.jpg,train,1472,1920,99,1221,5,5,train,train,2
663,663,663,1340493.jpg,"0.5184895833333333,0.5037037037037037,0.2390625,0.22407407407407406",1,train_data_minprirodi/images/1340493.jpg,train,766,1224,422,665,62,42,val,train,0
664,664,664,1340625.jpg,"0.4192708333333333,0.8407407407407408,0.2760416666666667,0.31666666666666665",0,train_data_minprirodi/images/1340625.jpg,train,540,1070,737,1079,4,4,train,train,3
665,665,665,1340863.jpg,"0.8690104166666667,0.5833333333333334,0.26197916666666665,0.362962962962963",0,train_data_minprirodi/images/1340863.jpg,train,1417,1920,434,826,19,19,train,train,3
666,666,666,1341444.jpg,"0.6541666666666667,0.5574074074074075,0.690625,0.8055555555555556",0,train_data_minprirodi/images/1341444.jpg,train,593,1919,167,1037,-1,3,train,val,4
667,667,667,1342445.jpg,"0.4361979166666667,0.5361111111111111,0.43385416666666665,0.4111111111111111",1,train_data_minprirodi/images/1342445.jpg,val,421,1254,476,1068,7,0,train,train,0
668,668,668,1343640.jpg,"0.6796875,0.5899305555555555,0.640625,0.6159722222222223",1,train_data_minprirodi/images/1343640.jpg,train,690,1920,405,1293,45,59,train,train,1
669,669,669,1345120.jpg,"0.5739583333333333,0.4375,0.21666666666666667,0.6319444444444444",1,train_data_minprirodi/images/1345120.jpg,val,894,1310,175,1085,7,0,train,train,0
670,670,670,1346233.jpg,"0.44869791666666664,0.5329861111111112,0.3880208333333333,0.4270833333333333",1,train_data_minprirodi/images/1346233.jpg,train,488,1234,460,1075,1,1,train,train,2
671,671,671,1346233.jpg,"0.8703125,0.528125,0.259375,0.58125",0,train_data_minprirodi/images/1346233.jpg,train,1422,1920,341,1179,1,1,train,train,2
672,672,672,1347167.jpg,"0.9533854166666667,0.5475694444444444,0.0921875,0.5173611111111112",0,train_data_minprirodi/images/1347167.jpg,train,1742,1919,415,1161,70,91,val,val,2
673,673,673,1347720.jpg,"0.3489583333333333,0.6045138888888889,0.11979166666666667,0.15208333333333332",0,train_data_minprirodi/images/1347720.jpg,train,555,784,761,980,-1,132,train,val,4
674,674,674,1347720.jpg,"0.68046875,0.503125,0.1046875,0.18819444444444444",0,train_data_minprirodi/images/1347720.jpg,train,1205,1407,589,860,-1,132,train,val,4
